# DEC     RA      z
73.8804 73.1597 0.599437
67.7985 49.5522 0.625775
70.6714 76.9754 0.611539
68.339 66.7577 0.623833
54.1623 31.7401 0.735985
60.3394 47.3202 0.676572
61.8117 55.0635 0.66231
61.4226 60.0461 0.66684
58.2498 53.9823 0.693992
56.9751 53.545 0.706256
53.5367 49.867 0.743674
54.4395 62.7478 0.733963
53.1877 64.7433 0.747955
77.0953 4.22837 0.589194
86.109 48.074 0.573634
79.1134 18.3756 0.583608
54.7512 6.74778 0.731165
71.9682 20.6239 0.606632
80.5632 57.0761 0.580697
62.7068 18.3447 0.659704
75.6813 44.891 0.593007
75.114 54.599 0.594813
59.5274 24.5108 0.685193
72.6103 66.5226 0.604349
60.4099 34.2092 0.676515
55.4721 30.1607 0.721906
67.7454 70.0104 0.628482
67.2034 80.9412 0.630357
65.7229 89.2544 0.640229
63.1538 77.9805 0.656082
60.7804 71.259 0.674492
58.3361 64.1955 0.693865
59.192 79.9463 0.687808
57.7988 89.3678 0.700227
53.4611 73.1339 0.744892
81.5932 8.98707 0.580418
86.6853 66.4388 0.57217
54.4343 7.10153 0.73557
56.637 9.42905 0.712656
54.3535 10.6686 0.739101
76.97 40.7376 0.591075
74.5861 40.3294 0.598645
75.1529 54.0526 0.5957
65.8022 31.5078 0.638331
68.0602 41.77 0.625512
58.9588 30.5091 0.688861
57.5081 31.8201 0.703622
54.8502 30.5389 0.729843
62.7936 48.4495 0.658536
53.9596 34.6725 0.739939
65.2752 88.231 0.642439
58.3854 55.4116 0.695722
55.2617 54.597 0.725897
57.9242 84.3447 0.700735
53.3611 65.5456 0.748261
83.9049 0.135046 0.576815
74.4285 3.48249 0.599081
69.3448 6.46543 0.621344
74.601 16.1581 0.599435
71.6955 17.3756 0.609194
82.4141 63.8384 0.578601
80.8344 89.6936 0.582301
69.4671 35.3972 0.619341
74.5001 63.6412 0.599795
71.4479 53.6188 0.61144
72.5391 83.1893 0.606429
62.5772 41.5589 0.661018
53.9583 30.4591 0.74126
64.6927 59.0563 0.645092
65.8624 85.8604 0.640551
63.4175 76.3997 0.655878
59.8806 68.9672 0.682163
56.5849 63.8254 0.71182
53.8161 60.1994 0.743427
79.5422 0.622118 0.585461
62.3103 1.90623 0.663855
64.8455 5.60336 0.645748
74.2181 13.8224 0.601939
54.7519 7.51554 0.73331
58.5343 10.0863 0.695986
54.6427 11.39 0.7371
58.25 16.1639 0.699307
60.6656 21.3247 0.678246
70.2297 39.8552 0.616628
72.7334 55.8874 0.605288
74.3166 79.6467 0.598603
65.3919 40.396 0.641409
70.7495 68.4349 0.616024
68.5113 66.9668 0.625899
64.0821 54.0412 0.651002
56.9768 39.8748 0.710964
63.0057 61.7997 0.659118
62.8087 77.2061 0.661341
60.7377 82.4802 0.678244
58.1824 80.559 0.699765
55.4835 83.227 0.725198
85.546 3.49436 0.577156
86.2729 20.9894 0.576354
87.6402 75.8879 0.574278
61.7881 7.74696 0.669469
72.817 17.4201 0.606835
77.7454 29.7694 0.591527
78.2066 39.2161 0.589816
74.5807 36.9587 0.600309
77.8958 63.5745 0.588262
58.6712 21.2542 0.696421
58.8455 24.4357 0.694541
70.5761 51.3723 0.616496
68.9664 53.8573 0.622771
63.1439 40.313 0.657784
58.3247 34.37 0.696609
64.1631 53.2541 0.65099
56.4738 41.3007 0.716941
62.4349 66.9203 0.665587
53.5319 47.6518 0.748258
57.5466 67.4623 0.704832
57.2682 77.9019 0.709034
87.9516 11.896 0.576322
86.2448 31.6446 0.577038
73.0546 12.281 0.606267
58.1133 8.23839 0.703323
72.7982 19.9144 0.606845
79.268 42.9052 0.589048
75.3466 37.1292 0.599071
66.9216 26.7171 0.636254
77.4072 75.7981 0.591829
55.9504 20.7667 0.722891
55.1956 23.5811 0.731894
64.6032 40.7763 0.649011
71.4566 86.4739 0.612974
62.0156 41.1071 0.667918
57.9246 39.0741 0.702583
57.7926 43.1181 0.703885
58.6222 49.6172 0.696911
63.3741 83.1977 0.657442
54.7514 50.9637 0.734798
56.8958 60.5098 0.71248
55.5659 89.7735 0.727812
66.9603 1.89162 0.637386
57.6366 2.39078 0.707462
59.2852 4.13767 0.691669
73.0861 11.6395 0.606943
54.5969 7.24866 0.737748
58.384 10.6874 0.701085
55.651 10.9087 0.726271
81.5028 83.2837 0.584737
79.4273 66.0454 0.587404
78.8716 87.3278 0.589656
71.0529 41.5772 0.614755
59.8539 30.582 0.684744
62.2552 41.6327 0.666724
66.3387 62.0558 0.638966
62.4283 54.5702 0.664708
64.419 70.5899 0.652707
60.6369 62.5165 0.677873
54.2043 49.7491 0.742857
59.3269 80.2346 0.690342
56.2058 77.1978 0.721039
53.5698 82.3298 0.749514
87.0369 27.4457 0.577308
84.7689 25.6331 0.579372
58.281 8.70506 0.703223
66.6174 15.3082 0.638669
59.86 14.341 0.688252
79.8089 76.9669 0.58611
57.6193 17.3636 0.708189
69.7894 38.5812 0.621256
61.7862 28.1083 0.670057
71.0244 57.193 0.617006
71.7374 70.5435 0.613237
67.3034 55.6506 0.635547
67.6563 68.8306 0.635284
60.8924 50.1988 0.677704
64.6899 73.4828 0.652704
56.3289 48.2901 0.72174
60.5149 70.7593 0.682593
58.9204 70.1371 0.695165
53.7634 55.4305 0.748765
54.6103 61.3238 0.739557
66.344 0.255024 0.641272
64.7093 3.66687 0.650496
57.1473 5.09795 0.714218
74.2681 18.5737 0.604572
65.2549 15.6929 0.648058
69.2888 23.4089 0.62426
65.8547 23.9913 0.644419
62.2064 24.6792 0.67017
63.4352 30.4081 0.659823
72.6126 61.0598 0.609479
71.0105 59.3551 0.617902
59.0949 34.8565 0.69544
59.3578 37.7386 0.691765
61.7476 46.6487 0.672975
66.2995 75.282 0.642894
56.3991 46.2636 0.721161
60.514 64.2447 0.680786
58.5111 65.4522 0.699385
56.8011 66.442 0.715207
55.4727 72.515 0.729764
73.1799 1.97327 0.609271
86.6147 31.7213 0.579428
87.3014 84.1875 0.577927
65.4188 9.59538 0.646972
83.9368 88.0483 0.582716
61.0242 13.5243 0.679208
70.7644 27.2983 0.618226
66.2701 22.6709 0.641738
66.3537 25.7816 0.642764
55.248 18.984 0.73492
64.4047 32.7019 0.654049
66.9107 43.5763 0.637863
70.9126 75.2674 0.618644
64.4026 46.6258 0.653728
66.1627 61.5934 0.642661
64.5377 63.1704 0.654312
65.1485 78.8744 0.648807
61.1868 63.8795 0.675836
54.2454 49.3892 0.74409
55.5643 60.6158 0.730005
55.72 74.1401 0.727899
79.1071 5.05475 0.590618
56.2901 3.85177 0.725792
65.0765 10.4781 0.650816
64.9682 13.1669 0.6521
76.5509 36.0962 0.598202
77.1803 45.7809 0.595013
73.0855 41.1349 0.608444
77.0615 80.6777 0.595845
70.1301 46.7421 0.621929
68.4659 47.1339 0.631263
72.5368 85.6816 0.612036
58.1062 32.6393 0.704155
61.2112 41.1824 0.67805
68.5724 88.5561 0.630879
65.4452 65.983 0.649669
64.1742 66.815 0.65746
58.6093 50.5636 0.700247
62.4317 75.4587 0.669009
61.3352 81.2147 0.678137
58.0559 70.143 0.705303
56.486 80.8251 0.7219
73.1742 3.00734 0.610816
67.8626 6.21441 0.635762
85.3901 52.7811 0.581862
69.3018 12.4883 0.627945
58.9199 9.32495 0.69838
54.1868 10.349 0.748016
63.8742 17.0155 0.659702
58.7191 18.2206 0.701058
59.1356 21.6368 0.697585
59.7567 25.3034 0.693085
60.4622 27.331 0.685525
72.3567 78.2177 0.614368
56.9652 30.8193 0.717745
62.2809 41.5581 0.669776
68.1365 72.5626 0.6341
65.9518 63.9809 0.646572
65.2107 71.0913 0.651
65.6132 86.1354 0.647756
58.0366 52.6504 0.706738
59.786 79.7045 0.690278
55.9775 66.0847 0.727643
53.944 72.8188 0.748709
86.9972 22.1123 0.58098
61.7585 3.44296 0.677305
82.1424 22.9361 0.589531
83.2075 41.8065 0.585521
80.5992 38.5632 0.590099
70.6512 24.2357 0.620458
55.0095 13.8883 0.739831
75.8547 49.7952 0.600803
55.6922 18.7507 0.731469
57.5998 21.8268 0.712014
73.7953 70.0646 0.608296
54.545 25.3397 0.745214
67.0371 55.3508 0.640343
63.1558 53.0321 0.664373
54.5623 38.0855 0.745696
57.2495 46.1067 0.714276
64.1886 89.479 0.659375
56.6163 57.9266 0.722596
58.7315 71.8904 0.700094
57.595 74.4755 0.713247
56.6379 79.3996 0.722352
73.0619 0.561384 0.612769
60.1847 1.69905 0.690467
66.8896 6.75752 0.641045
64.7423 8.50865 0.653121
57.1395 9.04632 0.717191
60.2535 13.8175 0.68863
55.2977 14.2959 0.73696
77.6499 69.4152 0.597124
73.0144 55.4007 0.613261
65.0411 39.6411 0.653187
71.8597 78.0457 0.61754
58.5434 34.9792 0.703571
62.2323 46.3332 0.671805
64.5679 59.6273 0.656131
55.4675 40.5622 0.735468
62.4018 68.8669 0.671602
58.9779 56.8036 0.699129
56.7359 54.4781 0.722115
60.8951 86.2625 0.684271
56.3838 60.4029 0.725841
58.082 74.8301 0.70961
54.6141 65.4765 0.744704
54.1764 79.2892 0.749005
82.1061 11.8819 0.588573
73.3169 9.9497 0.612122
64.289 8.2145 0.657776
70.1271 13.9646 0.625548
65.4319 15.1832 0.651646
65.2054 19.3146 0.655238
76.8194 53.3865 0.600015
58.9248 21.3323 0.701198
55.6995 21.7872 0.733143
64.5275 36.0513 0.655883
61.6913 35.1923 0.67833
67.1328 56.1052 0.641709
63.2706 47.8525 0.665141
66.7392 70.9505 0.644285
65.2512 69.8293 0.652925
63.7815 70.9694 0.662979
57.4071 52.2242 0.715151
60.7372 81.3231 0.686483
58.0518 83.6514 0.710588
56.575 84.0664 0.724309
82.9232 3.09134 0.58727
82.9662 20.6227 0.588702
80.01 19.3148 0.594208
67.4761 12.9382 0.639314
82.228 52.8585 0.588002
65.6732 15.0565 0.650446
69.6174 25.8641 0.629188
74.2755 42.6415 0.607882
64.4112 25.1803 0.659464
68.8657 35.5083 0.632597
62.9685 28.4722 0.668987
70.8858 49.5716 0.621619
71.6045 65.8468 0.620907
70.7667 71.8073 0.623088
68.9338 67.6154 0.630784
68.0909 74.2612 0.638377
59.8673 49.8013 0.692044
61.0423 59.636 0.683204
63.1383 79.3992 0.667848
59.1785 65.8307 0.69817
57.0563 63.161 0.719393
57.705 88.4595 0.713874
80.2812 0.740834 0.59293
56.2879 1.43406 0.72925
85.9106 31.9114 0.585963
67.2151 8.01895 0.641375
62.4435 10.984 0.674976
78.72 45.0632 0.596978
79.2794 56.2391 0.594776
77.7381 55.2598 0.598263
63.1769 23.4466 0.668965
76.8332 88.8269 0.600434
74.3739 68.0387 0.610179
71.0789 53.7454 0.62381
63.7559 38.4859 0.662395
69.3722 65.6702 0.630597
68.2677 69.8759 0.637117
60.9198 49.0532 0.683718
64.9187 89.3301 0.656141
61.7276 68.9968 0.678564
54.4987 53.3629 0.748538
58.1818 74.4388 0.710418
56.3889 76.1743 0.727138
73.6394 2.51305 0.612753
77.7654 12.9648 0.600238
60.495 6.75592 0.690521
72.4101 20.206 0.618053
68.1979 18.1969 0.6384
78.7391 44.8325 0.596751
76.0397 39.6113 0.604556
64.2348 22.5389 0.662342
73.6934 48.1723 0.611883
73.5208 54.224 0.612926
67.0118 37.5475 0.643552
59.7418 27.4836 0.696191
73.4886 74.9306 0.612988
61.1694 35.2444 0.685269
69.4996 66.3452 0.630486
62.6832 46.788 0.672236
65.6966 62.1954 0.651972
66.345 71.8103 0.649885
57.2722 51.1138 0.717985
54.537 53.6957 0.748967
57.5115 73.751 0.718548
56.0519 89.7282 0.732925
80.4482 15.0751 0.59491
73.1174 12.2964 0.614171
60.947 9.50285 0.686854
58.335 10.7644 0.711186
79.3069 48.4797 0.595223
58.4496 14.6332 0.708171
74.9393 40.4665 0.607978
54.816 16.3116 0.747215
77.7023 81.6455 0.599931
71.7756 49.101 0.619997
57.6708 27.267 0.716914
71.0849 66.6423 0.623684
64.627 45.6361 0.659048
68.763 71.582 0.636253
65.7358 63.6494 0.653135
57.6486 43.181 0.715806
65.2271 89.0473 0.656807
59.3376 65.2852 0.700257
58.0767 67.2271 0.712115
55.5663 84.5614 0.738892
57.1466 1.39962 0.725984
82.2399 17.9905 0.592639
74.5126 13.1203 0.611025
84.1713 52.5658 0.590041
83.5122 61.1581 0.589763
62.6326 14.3827 0.675736
71.5628 28.1148 0.622764
78.6951 69.3105 0.598376
77.404 69.5249 0.60215
58.9293 22.8963 0.705019
54.6972 21.1491 0.749212
61.3714 31.2485 0.684148
64.298 38.1761 0.660684
70.1679 72.5157 0.628188
68.8912 75.697 0.637293
66.7506 71.3523 0.647934
60.6317 50.0471 0.689782
63.5167 68.0904 0.66866
54.7997 49.0127 0.74655
58.3783 69.1894 0.710515
56.0691 82.8265 0.733829
74.6895 5.85391 0.611789
86.6695 88.7037 0.586414
71.7945 13.9752 0.623418
84.2047 83.1164 0.58901
59.0702 11.9035 0.70614
73.3901 28.0463 0.6168
68.7896 25.0913 0.637451
77.0339 53.5261 0.603544
76.4985 62.4861 0.6065
75.1375 67.0776 0.610366
74.132 74.2958 0.613252
68.5975 50.1528 0.638353
65.61 46.3007 0.654364
60.6563 45.0956 0.690047
62.7546 56.6611 0.674904
54.8715 41.7394 0.74777
55.1418 48.4329 0.744481
59.3422 69.9127 0.702887
58.0916 77.26 0.714715
55.2237 65.5678 0.743791
88.4862 34.6799 0.585796
77.0306 11.8413 0.606024
57.6098 6.68802 0.720798
62.9257 10.9153 0.675559
70.0418 18.7864 0.632651
71.866 24.204 0.622616
77.35 48.7632 0.602822
63.9128 23.639 0.66863
62.0797 28.5408 0.67989
70.7418 58.629 0.62865
70.1133 62.1038 0.630826
60.5233 36.1389 0.694183
67.3502 68.2107 0.645186
65.4173 75.3925 0.656018
63.2997 67.4127 0.670209
55.6824 46.8941 0.74101
59.886 66.9342 0.698379
58.4797 72.0854 0.710658
57.7433 85.5418 0.717657
77.0899 2.55316 0.606323
77.1999 10.0687 0.606051
83.7278 45.7525 0.593088
56.3395 7.60888 0.734591
75.4941 27.0737 0.611531
74.1169 29.9612 0.615953
57.7731 15.5421 0.7191
74.4368 41.8942 0.612402
67.6457 32.1094 0.645371
73.2122 58.1558 0.619
59.8537 30.9333 0.699182
65.3399 45.2316 0.657311
66.1335 53.1131 0.653981
62.1199 46.2124 0.679602
66.0866 67.9692 0.654664
61.0443 50.9763 0.690442
65.183 79.8253 0.65895
63.7278 75.9851 0.669002
57.7502 58.3555 0.719159
59.1155 76.8825 0.708358
58.2444 84.8729 0.714583
87.1475 29.2054 0.589348
56.0719 5.25654 0.737714
70.4687 14.6215 0.631203
58.2504 10.5875 0.715419
73.9074 28.984 0.616953
80.4213 77.1908 0.598611
78.3275 69.8701 0.6016
56.2851 20.1626 0.735446
74.5235 66.6618 0.613318
73.2372 72.6884 0.618793
57.7254 28.8253 0.720504
63.511 42.5483 0.670066
56.6487 34.4067 0.731522
63.5116 54.174 0.670686
59.341 48.0554 0.705419
60.405 57.2489 0.694922
60.6485 70.1504 0.693556
58.2454 74.9676 0.716857
57.5453 89.6645 0.72378
71.8953 2.03709 0.625369
75.104 7.9279 0.613224
85.0352 53.7439 0.592354
71.9788 16.7656 0.624834
66.812 15.957 0.649819
75.2051 33.8753 0.614476
76.0145 42.3389 0.608865
59.5203 19.1221 0.70448
75.6669 58.9872 0.61117
75.4398 76.5511 0.61262
73.5661 82.1521 0.619774
71.6624 73.5285 0.625024
61.4863 40.465 0.687232
59.2413 39.9093 0.707376
59.1679 42.9769 0.708221
57.889 44.5855 0.718981
58.5687 57.0656 0.712345
58.9009 69.0522 0.709762
57.3773 76.1169 0.724769
72.7309 1.97716 0.622765
75.9473 8.19931 0.6114
86.6557 67.0847 0.591371
65.7829 9.37892 0.657704
56.7504 9.76561 0.731526
82.5884 88.7714 0.594727
74.8737 38.624 0.614714
64.9806 24.0032 0.662675
67.7988 32.7118 0.646014
70.2442 44.9212 0.631665
74.0644 69.2701 0.616298
69.3797 53.1205 0.637014
55.4448 28.8292 0.746487
56.4644 34.5312 0.735273
59.0206 43.511 0.709854
57.501 44.9785 0.723596
63.6656 78.974 0.672862
60.7739 76.5029 0.694601
58.8759 73.0105 0.710341
55.2325 72.7163 0.747787
77.3675 6.3678 0.608714
68.1407 7.19606 0.64591
60.3336 7.05305 0.699113
68.0124 11.6147 0.64424
71.8744 19.0691 0.625573
71.9886 23.3663 0.625703
76.019 39.7277 0.609323
58.5371 16.6217 0.71491
62.6905 23.2606 0.679211
58.3542 22.037 0.718047
55.9231 22.3583 0.741355
74.1779 86.4381 0.618058
70.4843 62.6861 0.633441
57.4409 32.4726 0.725785
60.1971 40.495 0.701038
67.6066 88.23 0.647312
65.5673 79.8654 0.66086
64.0014 87.6948 0.6703
60.7199 69.7848 0.696188
59.0906 73.2602 0.710318
57.1633 84.6578 0.728699
60.1751 0.610429 0.702809
74.9448 6.69106 0.614745
60.3514 6.81006 0.700371
69.0316 12.6832 0.641545
58.0471 12.0983 0.720847
75.0251 39.2273 0.615573
59.1063 19.7751 0.710505
71.7978 42.4939 0.627006
66.1235 32.9988 0.656543
63.1831 34.7666 0.678125
70.3648 63.3993 0.634895
61.356 40.6765 0.690313
57.0611 36.5493 0.732275
57.499 40.0326 0.726955
66.181 84.8955 0.656161
58.7836 59.3694 0.713119
59.365 79.6311 0.709081
56.4643 81.7263 0.736646
85.8698 25.9105 0.593097
84.4754 40.7576 0.595546
59.1341 7.59645 0.712761
73.375 17.7918 0.621985
55.4583 10.0458 0.749408
66.0726 20.8229 0.66011
64.0273 21.1463 0.672388
68.1275 30.8415 0.647393
67.4294 31.6773 0.650313
75.9799 85.8541 0.612036
68.8065 44.9163 0.643848
72.869 75.5691 0.623788
62.2222 38.7342 0.68609
65.159 52.2351 0.663784
64.4452 58.6152 0.669713
58.5395 45.7341 0.717839
63.6958 72.7333 0.675673
63.2977 87.2123 0.677862
57.1252 63.7982 0.730567
56.3578 81.9084 0.738301
77.7087 6.74686 0.609542
67.4935 5.71365 0.650051
85.0405 38.9733 0.595418
77.4127 17.9092 0.60891
77.4364 18.1253 0.608892
73.2774 18.2688 0.622673
70.2648 21.7343 0.636742
80.7834 89.0744 0.601123
79.5964 85.9064 0.601283
75.6433 50.8411 0.613705
62.2513 24.7598 0.685469
70.6846 46.646 0.633094
67.3038 42.2856 0.649574
60.5026 34.9421 0.700114
65.9219 51.9933 0.659461
65.5054 57.9672 0.664469
64.083 57.8922 0.672735
59.6872 48.3458 0.707675
55.905 45.1742 0.744952
57.2793 58.385 0.729513
57.1999 70.9594 0.728358
72.941 2.90449 0.624977
56.7708 3.68836 0.737274
76.5189 15.1106 0.612183
60.4316 8.94679 0.701172
83.6813 81.8625 0.596369
79.1028 46.0619 0.603839
67.1763 22.097 0.65262
57.0955 16.2146 0.733267
59.3437 20.7481 0.71012
68.8375 39.1509 0.642836
63.6644 32.402 0.675928
73.5805 84.4355 0.623488
59.911 32.5481 0.705974
61.4449 37.8318 0.692992
59.8342 37.6334 0.706989
65.5525 57.0284 0.664717
64.1206 60.1023 0.671524
65.004 76.606 0.666555
61.0814 60.1965 0.694408
62.4555 73.0518 0.685116
61.3202 75.1637 0.69364
57.4382 70.1054 0.728216
85.8247 3.16044 0.595593
87.2929 60.3785 0.594698
77.3757 18.1092 0.609998
83.8426 83.2495 0.59661
69.1437 18.6329 0.644427
80.2203 59.9634 0.603433
63.9525 22.4444 0.674236
78.1306 83.0282 0.608776
76.2563 67.9617 0.614342
57.7742 23.0005 0.728449
64.5949 40.4769 0.669932
70.3203 72.6116 0.637235
68.0228 67.261 0.648985
57.0995 39.2069 0.735554
63.647 63.5769 0.675429
61.5763 59.1353 0.692434
58.8913 54.7007 0.716089
61.8469 86.6831 0.690388
58.7758 77.8086 0.717044
56.4563 77.2587 0.74043
84.7827 11.5884 0.59727
63.0031 5.00857 0.683027
78.593 19.3627 0.609753
59.2362 10.3907 0.715112
83.1761 82.3296 0.597083
57.8537 10.8853 0.726325
74.59 30.2997 0.620943
59.1011 15.6565 0.715242
66.9593 27.0298 0.656659
76.4459 67.2183 0.615023
57.8529 22.868 0.727553
73.1736 69.9055 0.625483
71.8351 71.1516 0.630854
64.6115 45.7361 0.670002
67.9864 68.662 0.648616
63.2926 54.0503 0.680575
64.204 64.4119 0.673325
63.9369 78.3968 0.675504
60.3414 64.5472 0.702368
59.4814 69.054 0.710682
58.832 80.5393 0.717426
56.2734 72.0838 0.741154
62.1835 2.61928 0.691089
86.2439 66.0772 0.595806
69.7842 13.0202 0.642664
76.4542 26.5258 0.615737
81.9319 81.6561 0.60205
65.9282 20.9019 0.664825
65.5632 23.3639 0.665661
61.1254 21.4566 0.699239
77.3914 82.6127 0.612739
70.3053 47.0859 0.636869
63.3297 36.5138 0.680624
56.7942 33.352 0.73945
67.438 82.9766 0.655088
64.3346 66.7541 0.673401
57.5692 50.9362 0.731157
60.3978 69.5899 0.703827
56.6355 61.3996 0.740289
56.6086 84.1788 0.740209
82.5353 14.5347 0.603095
84.5921 37.9051 0.598149
71.026 14.2633 0.637597
69.2227 15.9842 0.645698
65.3241 15.9026 0.667559
77.564 39.5459 0.612983
79.301 62.301 0.606578
78.6674 69.3268 0.608472
56.4742 18.3879 0.74401
75.5322 66.1685 0.617658
72.7106 61.5349 0.630201
62.8186 38.4589 0.686223
59.3034 35.8831 0.71443
61.3809 43.724 0.698055
67.1172 86.4774 0.656279
64.2287 70.3599 0.674432
62.4829 69.9284 0.686422
61.7156 83.3347 0.694695
55.917 59.1451 0.748994
57.1375 83.1521 0.735965
61.7206 2.79053 0.695218
69.1162 7.91444 0.646803
85.6596 81.1812 0.598075
56.8003 9.31068 0.740223
75.8838 34.844 0.618583
58.748 15.936 0.719846
79.33 88.8268 0.607705
78.0338 88.2735 0.611961
71.7006 47.5391 0.632046
71.2844 54.7192 0.634229
60.1607 32.4023 0.708071
63.6005 41.6745 0.680903
57.6287 35.4582 0.732495
57.1776 37.7444 0.737668
64.768 60.7806 0.671639
65.6774 74.8946 0.665564
64.9565 86.2682 0.672489
57.4459 52.0972 0.734807
57.7873 60.0888 0.729786
56.9529 68.1521 0.737932
77.7989 1.54658 0.614142
71.6312 4.55289 0.636162
57.5124 3.83418 0.735924
77.5504 20.8546 0.613455
78.3766 26.9247 0.610262
82.4024 73.7938 0.603994
62.2747 18.6275 0.693574
61.2315 20.7236 0.700834
71.514 47.1481 0.634231
67.5446 44.8396 0.654425
70.4586 59.3827 0.639705
71.7269 84.431 0.635977
66.1362 56.3581 0.666327
63.9287 63.7246 0.675868
62.5532 68.8141 0.688745
60.3128 63.2103 0.706707
58.0348 60.7392 0.728263
59.4987 83.4805 0.715301
57.9074 76.3186 0.729683
68.3022 0.917477 0.652827
67.3676 5.0359 0.657397
77.9883 14.1412 0.614155
62.1335 9.44974 0.694714
81.961 62.3555 0.604184
69.5773 24.36 0.647104
69.4957 28.3026 0.646521
64.2834 26.4888 0.677352
58.4877 22.7445 0.724676
71.5601 53.5571 0.633582
72.8523 77.1087 0.629529
67.9838 56.7738 0.653192
58.5583 37.2 0.724078
62.7083 49.8231 0.688583
61.2022 49.5983 0.702053
59.3164 48.8239 0.718
62.5817 81.6982 0.689163
59.7964 87.8318 0.714608
57.2449 76.5986 0.736636
61.9353 1.81353 0.695395
77.7943 13.7237 0.614718
80.2456 24.3552 0.609115
83.6579 51.2716 0.602881
61.0741 13.0047 0.704112
62.8134 15.3867 0.689331
56.8723 15.5662 0.743777
67.6917 28.1934 0.657764
58.1419 20.332 0.729811
68.9359 39.0458 0.648338
68.7203 41.161 0.649557
64.0437 36.1925 0.680409
68.09 51.5388 0.653926
70.41 88.8274 0.641806
68.1081 78.5918 0.655149
61.6896 51.0548 0.698186
63.3761 76.9471 0.685744
61.5757 78.4603 0.699075
58.7606 82.6751 0.725117
86.5751 4.10604 0.599151
65.1893 1.74265 0.673589
62.052 3.7209 0.695577
86.1489 63.674 0.599963
79.1204 24.9326 0.612877
71.0492 20.2053 0.640218
66.0066 19.6563 0.668564
66.9224 25.7309 0.662248
77.3612 77.1855 0.616184
58.4355 22.3841 0.727428
68.5939 43.3931 0.650881
69.2674 49.4638 0.648989
71.5366 68.5702 0.637158
66.5856 49.7761 0.662926
68.0998 73.7434 0.655686
67.7294 83.6259 0.657354
62.06 56.684 0.694057
58.0401 53.2486 0.732565
56.7075 55.4988 0.745047
58.7626 89.7054 0.724363
88.0201 27.7285 0.59949
75.2536 9.2535 0.624003
61.3693 6.62185 0.701254
75.7801 19.1395 0.622223
60.9281 11.7461 0.706073
70.7347 24.9421 0.642546
65.4536 22.8755 0.672155
56.3888 18.5815 0.748476
60.041 24.6568 0.713699
59.5592 27.6622 0.71809
58.0937 28.4582 0.732446
60.7439 35.9561 0.707995
68.9012 82.4329 0.651906
67.0621 85.5033 0.660773
63.6276 63.3974 0.681402
62.6215 73.4024 0.690891
58.4957 59.2735 0.728206
58.8452 84.6952 0.723843
77.1694 1.47222 0.618862
63.4992 3.7912 0.686921
87.0906 76.6846 0.600976
71.0679 9.38425 0.642862
57.9889 7.41843 0.733435
83.0159 61.9213 0.606868
80.224 48.7527 0.60999
59.1067 16.6355 0.723454
73.067 40.3846 0.632672
73.6769 51.4061 0.629114
57.9591 24.1014 0.734534
63.8402 34.7379 0.683735
58.7202 29.8394 0.726223
61.2403 39.1395 0.705196
65.4936 62.4895 0.672646
64.8477 66.0257 0.676578
62.8396 65.3116 0.691578
61.7543 72.4611 0.698356
60.5098 84.2424 0.711205
58.6895 79.5156 0.726571
86.7282 8.02049 0.600354
59.3037 2.6984 0.724229
67.7661 6.40956 0.659141
78.1733 21.3531 0.616761
76.7669 21.7153 0.621063
75.0733 27.3593 0.626707
80.4638 54.9225 0.610592
78.6188 62.1412 0.614876
78.727 77.1775 0.614736
70.8392 40.0441 0.642691
72.1793 52.6595 0.635032
65.9778 37.6776 0.669705
69.4059 53.8447 0.650026
68.5864 56.093 0.653426
63.2992 45.0545 0.687737
66.8884 68.9741 0.665341
63.4639 57.8876 0.687738
62.4456 58.7109 0.69428
64.6295 83.6574 0.679383
59.8538 78.3833 0.718272
56.7103 72.9711 0.746789
59.193 1.29122 0.725402
80.2165 15.0619 0.611982
65.8191 9.07307 0.670401
75.7577 18.0928 0.624425
68.1287 14.8732 0.657318
80.3818 51.7381 0.611218
80.4644 82.2826 0.609365
73.6891 43.1126 0.631609
59.0089 21.6393 0.725284
63.8984 33.951 0.685852
63.5133 35.5596 0.686678
56.863 28.6089 0.747683
59.8619 35.3865 0.718156
68.1309 68.7831 0.657489
64.7442 58.1404 0.678179
60.3729 51.7351 0.712769
63.8054 76.6066 0.685638
62.3899 86.5385 0.694799
58.0459 71.333 0.733268
62.6775 0.0959131 0.694171
77.5164 5.05761 0.620645
83.1828 20.6982 0.607846
81.8944 39.795 0.610146
80.1594 43.0885 0.613412
69.278 22.1787 0.653226
68.3971 26.0648 0.657008
78.9715 72.9155 0.614829
57.4453 20.6482 0.742282
72.2815 61.4486 0.638081
59.5966 32.0848 0.721238
71.532 80.5896 0.641717
66.9256 56.5222 0.666363
60.0895 43.5454 0.718116
65.5653 71.5249 0.673397
62.0786 59.7655 0.698965
62.4855 76.4013 0.696533
59.0062 69.188 0.725061
69.6492 2.94449 0.652613
61.4386 3.40108 0.704074
59.3817 5.45433 0.726177
85.0551 71.3085 0.6063
77.4353 30.656 0.620534
81.8398 88.2496 0.609993
73.7142 36.6549 0.632605
59.8697 18.9279 0.719506
62.1665 23.0151 0.700506
76.3089 80.7471 0.623371
61.4522 29.88 0.704609
71.1077 64.2377 0.642946
71.6096 88.5141 0.642127
61.0383 43.1395 0.710651
63.8591 63.6644 0.683921
63.0952 83.1076 0.692359
59.5345 74.6329 0.721781
56.9347 85.4317 0.747397
