# DEC     RA      z
15.8214 30.6663 0.477843
11.6514 22.5233 0.683661
16.0646 35.0543 0.468717
15.3011 36.0671 0.497788
12.3718 29.356 0.632992
13.5641 35.2167 0.570461
15.6035 45.1028 0.484699
11.041 31.3748 0.729091
11.0447 33.1991 0.729047
14.4821 49.455 0.530254
16.4846 66.5496 0.457643
15.0247 62.0733 0.506194
12.7186 49.0852 0.613126
15.5877 71.7111 0.486932
16.0474 86.9006 0.470074
15.8733 87.8779 0.477728
12.6568 53.7244 0.618778
15.106 81.6279 0.502568
12.569 56.5285 0.623494
14.4755 80.1821 0.529785
14.2633 81.1407 0.537604
13.3875 70.1707 0.578223
13.9374 86.4796 0.550584
12.7877 68.4034 0.610866
13.3403 87.8582 0.57857
13.04 87.9871 0.594234
12.3868 74.2734 0.636114
12.5135 86.214 0.625486
11.1869 67.4649 0.716766
11.5179 86.8467 0.694381
11.0346 0.473951 0.73586
11.7034 2.11123 0.682329
14.7402 5.43571 0.520851
11.5385 7.73808 0.696069
11.3242 8.90623 0.712324
11.2224 9.92346 0.717621
11.0807 10.8657 0.731448
14.3959 16.3018 0.534029
16.3767 20.3252 0.464738
11.0884 15.4779 0.728898
13.6941 21.3477 0.568931
12.0394 20.4052 0.660467
16.1269 31.4582 0.470122
13.488 28.0732 0.574658
13.3678 29.4099 0.583747
16.2809 41.5254 0.464834
15.3982 41.2001 0.494724
14.7948 42.858 0.518301
14.0295 42.5511 0.551343
11.1541 33.562 0.724828
15.8992 55.1212 0.477291
12.5189 40.7359 0.629216
15.6124 58.3594 0.485043
13.7551 49.5059 0.562427
15.5931 63.6645 0.486112
16.4512 81.5047 0.460198
13.6765 56.33 0.56776
14.7293 66.4832 0.518458
12.7964 54.0587 0.611982
14.5111 70.636 0.527584
13.2362 62.1027 0.591395
14.3637 76.8643 0.53605
13.0737 64.6564 0.597896
14.0732 87.0331 0.547199
13.0723 69.7659 0.601121
12.4462 65.7155 0.631762
13.0196 75.9701 0.600402
12.5575 73.9493 0.628869
12.7029 89.8183 0.620047
11.8965 74.6113 0.671785
12.0225 89.4012 0.662693
11.5919 89.9423 0.69071
14.6597 0.84093 0.52596
14.6387 2.91956 0.527294
11.4905 4.23221 0.704925
15.2708 7.77899 0.501656
11.5877 7.25703 0.694835
16.8183 12.982 0.450947
15.2881 12.5375 0.502238
16.1013 15.9491 0.472018
14.9555 17.6499 0.515197
11.2556 15.157 0.720935
15.383 23.5531 0.498634
11.5125 19.1332 0.70181
16.06 29.8864 0.476351
12.338 24.392 0.644204
15.2231 32.9708 0.504543
11.5041 25.2652 0.700064
14.1445 33.8404 0.549081
15.1891 39.3578 0.50493
13.5675 35.3203 0.576727
14.6679 40.485 0.526514
12.1515 33.6878 0.655845
16.1046 50.5349 0.472411
12.5199 38.5712 0.632618
15.989 57.8988 0.477243
13.4511 46.6898 0.583415
14.7734 56.7256 0.524292
15.2127 62.4414 0.505182
16.4312 78.1486 0.463167
13.8921 57.8643 0.561176
13.7334 58.8141 0.568024
13.5023 60.6464 0.580877
14.7546 75.4811 0.524477
12.6027 55.6844 0.62937
10.9667 46.3604 0.745624
12.4372 57.3571 0.637199
12.0363 56.4626 0.660261
13.4862 72.0021 0.579424
13.8596 89.651 0.558545
13.7105 87.3967 0.567497
13.4644 86.1377 0.579809
12.9782 80.0698 0.607465
11.5894 63.3417 0.696723
12.6895 82.9822 0.623092
12.1115 75.515 0.660602
12.0278 79.4509 0.663715
11.7958 79.9798 0.678904
11.2283 85.244 0.72061
13.9826 1.42878 0.557077
13.3132 3.80857 0.590152
16.031 6.88128 0.477109
14.583 7.01289 0.533134
15.5831 9.91578 0.493768
13.5765 9.8217 0.579303
13.7631 12.0623 0.568385
13.12 13.8023 0.602532
14.8869 17.7769 0.520576
16.1476 21.1592 0.476137
11.3056 16.0306 0.71867
14.3951 23.1273 0.540929
13.4252 24.8289 0.584081
14.6168 29.4146 0.530324
13.6604 29.0522 0.574422
13.5837 31.671 0.578232
16.9157 43.5745 0.451077
11.7855 29.5893 0.686043
13.5472 37.575 0.578048
15.1028 43.8921 0.509803
12.5373 37.3958 0.635912
12.3868 38.2865 0.644372
14.3305 48.9004 0.544209
16.5311 64.5499 0.462086
10.9755 36.6405 0.749531
13.7457 50.7884 0.567927
14.9374 60.4258 0.51904
16.6322 82.2642 0.460454
16.369 89.7557 0.466924
15.2061 70.2547 0.506682
12.8984 54.5828 0.61133
15.2289 85.2782 0.509022
14.1555 69.6665 0.549359
14.6456 82.2498 0.528412
14.6282 89.9971 0.529855
14.3207 85.0007 0.5425
13.1081 66.4336 0.604338
13.261 74.2664 0.595033
12.8466 74.2998 0.61752
11.439 61.5605 0.710078
11.6425 68.0696 0.693019
11.4274 68.5639 0.710069
11.7637 76.5945 0.686845
11.8738 88.9765 0.676493
11.1266 86.6962 0.732543
14.1902 1.59219 0.551568
12.9928 2.8527 0.611912
16.5767 8.01946 0.463562
15.9971 11.4704 0.483177
16.8305 12.9755 0.453044
16.9273 15.3507 0.452902
12.3672 13.5542 0.648664
14.7188 18.0323 0.526867
14.4631 19.8101 0.542048
12.8212 19.8105 0.619326
16.3287 30.9967 0.470111
15.6802 33.0785 0.493202
15.0256 32.7846 0.517824
15.2451 36.4183 0.509225
13.5567 34.4946 0.579208
11.6406 30.7577 0.696798
13.2525 37.1555 0.59873
14.7539 45.0836 0.526446
12.5113 38.5501 0.639159
13.165 43.0541 0.602954
13.0814 43.8781 0.604237
12.7043 43.6373 0.628898
11.8248 41.989 0.686659
12.4449 45.9157 0.644041
16.7187 82.5149 0.459773
11.098 41.1844 0.738894
15.2608 69.7596 0.507714
14.7104 65.9556 0.529229
11.0818 44.5602 0.744179
14.495 72.8418 0.539124
14.1865 72.4141 0.551691
12.2359 56.7819 0.655272
11.7673 54.9976 0.691571
13.7249 83.8422 0.571711
12.2178 64.1255 0.660245
13.1039 83.2728 0.60596
11.6263 63.4908 0.699414
11.3822 66.3667 0.71638
11.7721 87.1042 0.690461
11.2124 85.2334 0.729802
14.1301 1.15377 0.556766
15.0361 3.18353 0.518882
13.0699 4.20803 0.60915
11.5284 5.68277 0.712902
13.2473 8.88274 0.601672
11.7533 10.5504 0.694654
15.3122 16.0743 0.510997
15.4546 19.4103 0.503986
16.2696 22.5295 0.477079
12.6071 19.5704 0.636975
13.9879 24.1015 0.564265
13.1049 25.8242 0.609799
16.3429 35.252 0.470788
12.0476 28.0434 0.673717
12.6816 31.2732 0.632854
15.8748 44.8962 0.487335
12.2908 34.9779 0.658554
14.1721 44.5284 0.556637
14.8843 50.4363 0.526471
11.1289 35.5069 0.742231
11.6993 39.0619 0.697975
12.8745 46.0701 0.618849
16.2057 68.9769 0.478314
12.7736 47.8154 0.627039
15.3346 65.8107 0.509256
14.5567 61.4355 0.538634
16.1346 85.0873 0.479763
15.5618 83.9454 0.498266
14.1042 67.4896 0.558389
12.6625 57.2757 0.634627
12.3781 56.6561 0.654017
13.9676 73.4558 0.563135
13.7167 73.793 0.577357
12.4928 63.2957 0.645838
11.2694 55.8779 0.730018
13.1652 88.1413 0.60361
11.13 59.6432 0.743304
11.5144 68.0688 0.710808
11.8971 79.8505 0.6827
11.2107 72.1779 0.735516
14.3762 0.753726 0.548159
16.4998 2.70705 0.470608
12.9789 3.69959 0.618743
14.4513 6.59497 0.54571
16.482 9.79437 0.47089
15.4724 13.5518 0.505812
11.4483 12.9004 0.721481
15.5308 19.3908 0.504006
12.5801 16.7877 0.64294
15.7511 23.1842 0.496715
16.6966 28.928 0.463127
16.1034 29.6139 0.483915
11.3122 21.155 0.731152
14.9086 32.6197 0.527527
11.2349 25.9572 0.734933
15.3659 39.9447 0.508493
17.1144 48.7838 0.450881
15.8108 45.3721 0.490913
12.5594 36.1805 0.641884
16.0637 52.4762 0.482257
17.1372 61.1083 0.451789
12.8309 42.0878 0.626634
11.9392 39.5457 0.683828
12.1136 42.1119 0.673691
15.0739 59.084 0.52066
16.1548 71.8199 0.479378
11.15 40.904 0.743233
15.7473 72.7705 0.49353
15.3543 71.16 0.507839
14.5145 67.6777 0.541442
15.0044 76.8626 0.523466
15.0028 83.5272 0.523334
13.4346 64.7767 0.596735
13.8509 75.8611 0.573457
13.5215 76.2572 0.58913
12.4189 66.5995 0.653923
12.2634 70.1996 0.662737
11.459 64.1512 0.719456
11.6311 70.5389 0.704114
11.7456 84.4262 0.696962
11.1053 84.9168 0.746849
14.3717 1.92657 0.55156
12.2624 3.62762 0.666005
14.6372 5.81449 0.538283
15.3763 8.7195 0.50988
12.1341 8.59425 0.672804
12.8646 10.4064 0.627147
13.9818 12.4162 0.569809
14.1708 14.4727 0.560813
15.0838 18.4277 0.522124
12.9062 17.2193 0.626062
12.8104 18.191 0.633745
15.1133 22.8422 0.522342
14.9923 25.6254 0.525619
16.3234 29.7854 0.478411
15.3119 30.9695 0.512575
14.2223 31.3694 0.557389
14.1601 33.4987 0.563009
16.0457 42.7926 0.485169
13.8133 37.6706 0.577286
17.0468 55.4001 0.455304
16.442 55.4001 0.471704
11.17 34.9008 0.74679
16.5429 62.0898 0.470773
15.5835 59.26 0.504413
14.8462 57.2762 0.532606
16.4841 71.8466 0.474283
13.4647 51.5642 0.595739
16.4214 82.1082 0.474033
14.9817 66.3224 0.524241
15.4907 75.1314 0.508019
12.4161 52.3378 0.654683
14.8717 77.7054 0.531168
14.723 78.9339 0.536073
14.3585 77.1378 0.549921
14.0083 74.8177 0.567868
12.0229 57.7413 0.682084
11.7922 57.3139 0.699656
12.4222 64.1983 0.657806
12.77 73.647 0.632855
11.4203 61.7058 0.727074
11.563 69.0953 0.715013
11.3345 69.4274 0.73378
11.3545 85.2573 0.731219
17.0058 1.5777 0.458375
15.1936 2.95658 0.518905
16.6657 4.42965 0.469775
16.4919 9.04345 0.472992
15.9083 12.6141 0.492642
13.6342 12.1159 0.590092
12.0582 13.0057 0.682291
12.5124 14.9295 0.65189
13.7463 17.8621 0.583145
14.9857 20.5592 0.529258
15.7721 25.0891 0.498171
11.9089 20.0834 0.694876
15.2319 28.0877 0.519478
16.9334 36.3042 0.460538
12.4679 28.8359 0.65554
15.7468 39.5044 0.500616
12.8233 31.8103 0.633612
17.1948 48.6676 0.452655
14.5007 40.6291 0.550921
14.415 42.1394 0.552626
16.0672 51.9099 0.487399
13.34 42.0056 0.604078
11.2066 35.861 0.748148
13.4434 46.5319 0.599694
15.5132 60.6464 0.50828
15.9061 68.7523 0.493724
13.0885 50.7044 0.617964
13.4542 54.636 0.597272
13.7711 58.7501 0.581757
12.4723 52.2984 0.653376
14.5451 71.9512 0.546652
11.2195 47.9465 0.74938
13.5199 66.6483 0.597842
14.0209 76.1223 0.571628
11.8807 57.9291 0.694155
12.2877 65.6531 0.667082
11.5541 60.6454 0.718601
12.0328 68.8144 0.684561
11.7165 71.6827 0.705995
11.5075 76.8081 0.723401
15.3001 0.339134 0.519739
13.8549 3.79756 0.581046
15.8715 6.86157 0.49806
16.477 9.95675 0.476611
13.7963 10.503 0.582676
16.3307 16.6989 0.482612
15.4181 17.3578 0.515698
11.4455 14.2544 0.730459
11.3627 16.3526 0.736543
15.1796 25.0459 0.525463
15.6039 28.0333 0.509899
15.4153 28.9403 0.5139
17.068 36.2776 0.458353
13.6047 29.3382 0.593097
12.9705 29.7925 0.628706
14.0318 34.3075 0.573875
15.0845 39.8139 0.527131
14.9428 42.191 0.533639
15.1986 46.1626 0.522802
13.4292 41.9804 0.603468
15.6584 54.5792 0.504497
14.5931 51.8317 0.546685
17.0058 73.1779 0.460456
15.1131 59.7531 0.524164
11.4114 41.6124 0.734271
13.5221 54.6138 0.597026
12.3651 49.2456 0.664745
14.2455 65.0405 0.561497
14.6715 75.1776 0.5445
13.7777 65.9174 0.586562
13.4799 65.329 0.601112
11.8479 54.0646 0.70128
11.5119 53.9325 0.72439
13.6676 82.014 0.589024
13.3247 78.7035 0.609256
12.844 73.0062 0.637346
12.5823 80.2878 0.651789
11.3308 73.1977 0.74142
12.2167 1.10758 0.678423
12.0349 3.18582 0.695138
11.539 4.65752 0.730516
13.5721 6.6867 0.598913
15.5768 8.65756 0.51079
16.8168 12.2397 0.466717
17.3556 16.3901 0.453659
14.4809 14.8991 0.55348
16.2295 19.3508 0.488098
11.7471 14.6176 0.71062
17.11 23.7669 0.461045
16.3622 24.5919 0.485677
12.0607 19.4022 0.69059
12.7988 22.318 0.641423
14.2766 26.8557 0.565485
12.1134 24.9389 0.682675
13.2042 30.215 0.617476
14.8907 36.8259 0.537071
15.5201 41.7686 0.513436
17.0566 50.9253 0.46037
11.6115 32.4201 0.721323
16.9389 59.4238 0.463842
17.0775 64.5047 0.46025
14.2622 49.285 0.56484
16.9366 71.4318 0.467544
14.6186 56.3831 0.550992
16.9826 89.2838 0.463524
15.0318 64.5952 0.530256
15.5662 75.3531 0.510233
13.1003 54.6437 0.625521
14.4662 70.6158 0.552862
14.9218 87.1852 0.537229
13.1655 62.4382 0.620657
13.6433 71.1516 0.596349
11.9329 57.9228 0.700045
12.0748 60.7917 0.689728
13.0973 79.7471 0.624361
12.9915 88.021 0.633006
11.4676 64.6398 0.730485
12.4355 86.595 0.664739
11.5551 87.1202 0.728172
13.0371 1.03688 0.631255
13.482 2.08436 0.607715
13.9386 4.30114 0.583307
17.0785 7.82403 0.463704
11.7649 6.73718 0.716112
15.5823 10.501 0.51389
11.3577 10.2408 0.746587
14.8384 16.0563 0.542807
16.8232 19.5923 0.473132
12.4693 15.2278 0.664427
13.9524 18.3374 0.579882
17.1058 25.2058 0.461583
17.481 27.4233 0.450461
12.577 20.6392 0.659042
12.529 22.1138 0.661787
11.7109 22.3821 0.718474
14.0668 28.99 0.576828
14.6622 34.2338 0.551364
12.8305 30.2673 0.643928
11.989 30.1054 0.699362
15.1516 42.8374 0.528044
11.931 33.5561 0.704112
13.6026 40.6805 0.600539
12.4947 38.2729 0.662942
14.6418 48.6003 0.552199
16.2297 57.7269 0.488582
16.867 64.035 0.468933
13.5753 47.3123 0.601768
11.5658 40.1064 0.728101
16.9202 80.2139 0.466321
16.5632 84.7041 0.480959
16.2834 84.8796 0.48892
15.5474 74.3905 0.513974
14.5686 68.2726 0.553225
14.423 71.9803 0.558172
11.9227 52.5334 0.704535
13.3749 66.5841 0.61227
13.4429 70.7044 0.610031
13.1005 68.6052 0.630278
11.3947 56.0296 0.743712
12.8852 74.6893 0.639478
12.5781 74.0208 0.660179
12.723 87.3942 0.649365
11.5854 67.7071 0.729209
11.5615 76.9509 0.730747
16.2393 1.38513 0.493006
14.2506 2.79002 0.570465
14.8672 5.12499 0.543129
15.7831 6.43976 0.506328
13.334 7.57777 0.620018
14.967 10.4701 0.539511
17.5105 17.3975 0.453676
16.1822 16.8577 0.4924
17.2632 19.7828 0.461129
11.4983 15.3211 0.735282
15.3913 21.8259 0.524185
15.1347 22.3923 0.532746
12.7932 19.9443 0.650081
14.7425 26.6574 0.550512
12.9571 25.1524 0.640915
14.5563 29.7574 0.556778
15.4071 36.2089 0.522897
13.4848 31.8794 0.609188
15.3534 38.8698 0.523385
15.0766 40.9331 0.536602
17.1442 49.9765 0.461588
13.8197 40.2549 0.591416
15.2299 48.982 0.530076
14.0703 45.8971 0.580409
12.5821 40.7802 0.661311
12.6434 42.5724 0.65653
16.7353 70.2045 0.476054
13.5853 50.7197 0.603789
16.1752 71.3277 0.493633
15.5713 67.9196 0.513627
14.3323 58.7724 0.569663
16.1855 87.7771 0.492712
15.6392 81.1905 0.512456
15.0973 76.6038 0.535561
14.4415 70.6557 0.560965
13.7796 67.1237 0.596067
12.3155 57.32 0.677982
11.9825 57.228 0.70173
11.9384 59.5403 0.707681
13.4808 89.6158 0.607162
11.6285 64.0213 0.725084
12.4355 83.9727 0.671318
11.9855 84.5852 0.701579
11.9901 0.641942 0.705499
12.6108 3.0726 0.663996
14.3835 5.71365 0.568277
13.5716 6.76411 0.6072
12.0493 7.14942 0.699932
16.3883 12.1915 0.489061
15.284 12.9753 0.528293
13.3598 13.1009 0.619256
14.1815 15.4901 0.578391
12.5552 16.0514 0.666316
16.1986 23.3135 0.495609
14.6085 23.2493 0.556392
15.7069 27.3089 0.515032
13.5364 24.0536 0.608404
11.7997 22.9229 0.715833
11.5542 23.8892 0.7341
16.1021 37.5119 0.500073
17.1295 43.1886 0.464832
16.6608 43.6489 0.478157
13.1595 33.9126 0.629931
14.8612 41.2083 0.548617
13.9087 40.1115 0.58999
13.3092 39.3898 0.6222
13.9149 44.3942 0.590063
14.9518 50.1725 0.542397
14.9571 51.7502 0.542335
14.2016 50.0483 0.57522
16.9714 70.9156 0.471921
17.0949 77.6285 0.466791
14.32 55.9637 0.570356
13.7986 54.3489 0.595114
14.2091 59.5614 0.574335
15.4533 76.9661 0.523802
13.314 58.1393 0.619372
14.4858 73.6776 0.563478
14.5516 86.0954 0.557023
13.8102 74.2125 0.596779
13.8705 86.3714 0.589668
13.0213 72.7071 0.638821
12.3722 67.9259 0.679293
12.6435 78.2954 0.661897
12.247 74.5778 0.686939
12.3131 86.7438 0.683744
11.6179 88.2322 0.733492
11.5747 2.15713 0.739125
16.35 6.20622 0.493037
16.9211 10.2509 0.474471
14.4175 11.1306 0.569785
16.6851 16.0695 0.482379
14.4551 15.9506 0.56807
14.4134 17.8609 0.568222
15.5627 21.535 0.521963
15.1457 21.4606 0.538908
15.4909 22.9539 0.524152
13.7609 22.8235 0.599313
14.5391 26.9681 0.564353
14.2633 27.8385 0.576215
17.6509 38.0993 0.451936
14.7825 33.3767 0.551063
12.8824 29.9137 0.648085
15.6584 40.2486 0.519156
17.0351 47.8599 0.468808
17.3222 50.9697 0.460268
15.1157 43.618 0.539051
11.8125 33.9035 0.723121
17.2301 61.9259 0.465911
14.0369 47.3228 0.588126
13.9228 48.7642 0.591619
12.1022 41.3119 0.701897
11.804 41.1552 0.722121
13.9965 53.7666 0.587339
14.3357 58.3052 0.571533
12.5419 48.0268 0.669821
14.1413 58.855 0.581004
14.5684 65.1739 0.561598
13.2792 57.6382 0.624626
15.0825 79.97 0.53854
12.9321 59.1384 0.646767
14.3909 81.0381 0.567989
13.1833 66.7048 0.631739
12.7683 66.1578 0.657936
11.7767 60.7568 0.723174
13.0383 79.832 0.639328
12.0827 68.9087 0.701292
12.1361 80.6858 0.696638
16.7121 0.069156 0.483538
14.7408 1.57581 0.557859
15.8903 5.21735 0.509792
15.9334 7.61495 0.508954
12.5027 7.60533 0.674338
14.0084 10.3343 0.589652
15.4581 15.7542 0.525723
15.6171 18.3027 0.522254
12.5133 15.7864 0.674253
15.1792 22.0938 0.537745
16.4358 26.1027 0.492932
14.3051 25.1791 0.577663
12.3918 24.0941 0.681533
12.642 25.7575 0.668442
12.9045 28.5362 0.650603
14.9614 34.9072 0.548967
14.914 36.5709 0.549001
12.2668 30.3122 0.694536
16.2658 45.6576 0.496334
12.6542 35.7475 0.669198
15.8987 52.3544 0.510868
16.566 57.8723 0.486155
13.8456 46.1418 0.599064
17.7852 76.557 0.451522
17.4945 83.6249 0.458789
12.2991 44.3182 0.691268
14.2155 55.5691 0.580533
16.3002 75.8848 0.495742
12.3427 47.3688 0.687564
12.4385 49.4918 0.68047
12.0602 48.3364 0.710431
12.502 52.9764 0.678133
11.7492 49.3367 0.732414
15.0565 88.3936 0.544258
12.4196 56.6836 0.680773
13.2817 66.6646 0.630395
13.6814 74.7908 0.606503
13.7724 82.4649 0.603507
13.0099 71.6744 0.646541
13.1785 85.8033 0.634451
12.5508 81.4069 0.675671
12.1887 88.3582 0.698388
11.7294 89.1032 0.729923
17.7686 1.42363 0.453418
14.5022 3.31055 0.569781
14.928 6.26988 0.55099
17.4102 9.97783 0.465048
15.2443 10.8639 0.537157
15.5619 12.6276 0.527835
15.2584 15.6271 0.540664
11.7964 13.8717 0.730032
17.5972 24.2543 0.458427
16.7254 24.5465 0.485686
15.9516 25.4903 0.512682
16.2354 28.1499 0.502608
16.1921 29.9731 0.50262
12.0003 23.2462 0.712963
15.4499 33.1489 0.532916
15.8597 36.0619 0.515069
17.6749 42.9685 0.454177
13.5425 32.2469 0.617967
12.9176 32.2034 0.653207
14.304 37.7537 0.57845
16.5747 48.9511 0.487473
11.9132 34.4632 0.7225
14.9552 46.8315 0.550514
14.1401 45.7159 0.589656
12.3068 40.8296 0.693986
11.7172 39.8976 0.735221
13.0341 46.572 0.64874
17.3126 81.9907 0.466739
14.6426 57.051 0.56389
16.9322 89.4033 0.477989
16.4236 79.7788 0.493307
12.7949 51.4249 0.661805
14.3399 65.2962 0.576748
15.0361 81.9447 0.544975
14.4866 77.3984 0.57033
14.3837 81.5239 0.574207
11.8035 55.6133 0.728798
13.1936 72.6345 0.637984
13.4299 86.7568 0.625865
13.2442 89.0647 0.634611
11.8452 69.0777 0.724194
11.7163 74.8748 0.737276
11.5424 89.2107 0.749975
13.5108 2.13839 0.621081
12.6439 3.29095 0.67658
15.8441 6.51648 0.516197
16.4507 8.73795 0.495362
16.2838 10.3085 0.502236
13.3311 10.4872 0.631277
16.1896 15.2105 0.505846
12.4866 12.828 0.682904
12.5013 13.6025 0.684183
17.2452 22.4599 0.473346
13.3342 18.3333 0.634167
16.7776 25.6496 0.487975
17.0143 28.5308 0.479927
14.6585 24.9038 0.567786
11.904 21.6564 0.724733
13.7987 28.0182 0.60712
12.2045 26.5553 0.7029
12.3569 27.9343 0.693024
17.1897 43.6357 0.469583
15.917 41.6542 0.514399
11.6566 29.5607 0.746674
17.3749 52.8451 0.468214
14.1294 41.8435 0.591577
13.2686 39.9892 0.634123
13.4351 43.1568 0.625921
17.0724 65.6781 0.475001
13.6306 47.6469 0.617024
16.5035 67.6857 0.494619
16.9689 80.2258 0.477906
16.4541 75.8907 0.495888
14.3181 58.1404 0.579527
16.0505 77.7285 0.509954
14.1255 61.1079 0.591881
11.7486 47.849 0.737266
15.1385 86.1299 0.544027
14.9055 86.2229 0.55401
13.7267 70.8414 0.611855
13.5975 71.6649 0.619354
12.855 65.758 0.663945
13.3842 75.7674 0.631089
12.965 72.3698 0.651829
12.7082 72.8444 0.668635
11.6601 65.2053 0.74116
12.3707 82.4679 0.691821
11.6816 83.0526 0.741818
17.3405 4.80517 0.468745
15.8187 6.50445 0.521106
17.1421 10.702 0.477711
12.036 9.07405 0.72171
11.9543 11.4094 0.725206
16.6627 18.2779 0.491491
16.4019 21.98 0.502609
16.074 23.3908 0.512509
14.3453 23.1799 0.583977
16.9427 31.4541 0.482755
16.824 35.1686 0.486075
14.4781 31.7218 0.578155
15.9043 37.7907 0.518786
17.6128 47.7238 0.460848
15.4533 42.4307 0.5358
13.3198 37.4599 0.636008
11.693 33.1247 0.747041
14.0639 44.2362 0.598066
12.2765 40.3597 0.703821
12.5396 43.0839 0.683951
17.426 82.0017 0.466396
17.3557 81.9454 0.468161
15.591 63.6573 0.530221
14.5991 58.9635 0.57237
13.9783 55.5203 0.60034
15.9934 79.1906 0.514141
16.0093 86.6246 0.516835
15.407 76.8986 0.535659
15.3128 86.8913 0.539125
14.4455 73.0686 0.577916
13.8323 70.7676 0.611387
14.1127 82.5868 0.593583
13.5351 78.2376 0.625665
12.0554 66.2884 0.717638
11.8957 74.4777 0.732458
16.3808 1.4042 0.501033
16.9198 5.74476 0.486746
12.5526 6.12085 0.685878
17.2665 11.656 0.475524
15.9359 14.6739 0.519494
15.7924 16.3903 0.526098
12.314 14.6317 0.702058
12.3139 15.5804 0.704061
17.7017 25.5545 0.460388
12.0662 17.9114 0.720451
12.6476 20.8279 0.679191
15.8159 28.9961 0.524374
17.4543 35.3953 0.466279
12.773 25.8007 0.672598
17.3447 42.038 0.472615
15.3192 38.8296 0.544829
16.1474 42.4647 0.512011
14.0479 37.1374 0.600996
15.0235 41.8072 0.555218
13.2765 37.4682 0.639746
17.3404 57.1436 0.469597
15.0825 48.2878 0.552445
13.9717 44.4846 0.603668
18.003 72.9451 0.452525
12.5286 42.7787 0.689805
17.2116 75.2231 0.475837
15.2388 60.6963 0.546951
15.9878 68.6837 0.516304
15.8806 70.5685 0.520052
14.497 61.1804 0.580397
15.8688 82.321 0.522289
14.4689 67.3944 0.58046
11.9107 50.059 0.73372
12.9446 58.9809 0.662496
12.9036 61.0168 0.663335
13.81 77.4896 0.611304
13.7192 88.4606 0.617524
12.5901 71.1519 0.68145
12.6729 86.3816 0.681329
11.7579 89.0822 0.744571
12.3816 1.45497 0.701963
15.8136 5.74161 0.524175
16.9442 8.08077 0.48589
12.1562 7.00407 0.719009
14.5736 11.6638 0.578542
16.5412 15.4501 0.499952
12.2252 12.2786 0.714074
12.2378 14.325 0.710852
12.8837 16.7964 0.667372
17.9277 26.5033 0.456919
13.416 20.7449 0.637532
16.5214 28.8035 0.500115
17.0506 31.6053 0.483274
13.8365 27.3998 0.612884
15.4244 33.3316 0.541197
15.0331 33.9722 0.556116
11.8261 26.814 0.741655
15.0563 39.316 0.557664
16.2768 47.0291 0.508333
17.1668 53.0883 0.477255
16.3417 52.2693 0.504918
16.1842 54.846 0.512706
15.3221 53.1309 0.546236
15.734 58.1763 0.527572
17.2806 77.3913 0.475284
16.1455 68.3579 0.51217
16.8709 80.4735 0.488907
16.1 75.6209 0.515242
15.1673 68.2711 0.550199
14.514 64.9438 0.581863
13.3352 57.9519 0.640319
12.9665 56.9155 0.662572
14.0267 67.1712 0.604955
14.459 81.4331 0.58306
13.5106 69.7339 0.633662
13.6955 77.9959 0.623531
13.2302 73.6634 0.648745
13.3974 83.8137 0.638482
11.8995 66.2272 0.733768
12.4095 83.5862 0.700313
12.4141 0.911003 0.705361
15.9465 4.08416 0.521646
14.6351 6.06378 0.577995
12.2898 6.75683 0.711138
12.9674 8.86532 0.665384
13.8667 10.9758 0.615142
15.5757 14.9976 0.539116
18.1601 20.7428 0.451872
11.9419 15.0801 0.735225
13.0183 18.6067 0.664666
15.466 24.2851 0.541971
17.5439 31.4782 0.46994
12.8512 23.599 0.672213
13.7055 26.5001 0.625246
17.7534 39.9474 0.464589
15.8924 37.421 0.5269
15.5216 39.1512 0.539464
14.2709 37.9708 0.594534
14.0583 38.5449 0.603435
17.5277 54.1023 0.471366
17.4639 56.7655 0.471502
17.8682 62.6565 0.461718
14.0797 45.4205 0.60344
16.4168 59.9616 0.505273
15.6321 57.6487 0.534991
17.5835 80.1425 0.469706
17.0465 77.2707 0.48443
16.3973 72.3606 0.506862
14.6277 58.787 0.575946
15.6213 70.0981 0.534635
14.1032 59.2857 0.602169
15.3044 71.4465 0.5484
15.5858 88.3026 0.539366
14.6148 72.5256 0.578211
15.086 86.1067 0.555503
12.3328 55.5276 0.710543
14.1302 78.352 0.602761
12.4951 61.7165 0.698162
13.2039 73.6721 0.652142
12.6211 72.3614 0.687245
12.1727 69.8837 0.720335
11.8029 72.6953 0.748081
12.2855 2.8645 0.716136
12.5231 4.27856 0.700611
17.9332 8.97796 0.461581
14.4533 8.27002 0.589424
18.2309 15.108 0.453013
12.4983 10.8635 0.697879
13.2446 12.2465 0.65414
15.1961 15.6262 0.55518
15.0298 17.1183 0.561545
14.3124 17.0823 0.59519
12.9357 17.3421 0.67113
14.3139 22.0925 0.593587
15.7263 26.8561 0.535767
17.2201 31.2723 0.483104
12.8763 24.2453 0.673093
13.6245 27.7003 0.630485
12.306 26.462 0.713294
17.7562 43.4711 0.46546
12.1385 29.8174 0.723806
15.1791 41.9196 0.555948
13.615 38.1944 0.632536
18.1668 59.8416 0.454993
15.8356 50.8541 0.529828
13.938 45.2356 0.612769
13.676 45.6969 0.630017
13.3761 45.261 0.645857
16.8866 67.5997 0.491525
14.9121 55.2254 0.568165
12.5712 45.288 0.695521
16.0738 70.6809 0.520128
15.5314 68.8028 0.539636
13.5644 55.1093 0.63325
14.7896 67.0593 0.57445
15.7391 87.0663 0.53344
14.5233 68.0039 0.587354
